label	text_a
2	14/88
0	Hell  I  'd  rather  clean  a  dozen  tiolets  a  day  then  have  to  walk  into  a  bathroom  and  see  some  mongrel  standing  there  with  a  mop  giving  me  a  glassy-eyed  stare  .
2	I  hope  you  are  all  emailing  this  newspaper  .
2	I  put  my  hand  up  and  said  ``  Respectfully  ,  my  9  year  old  nephew  using  primary  school  mathematics  and  tell  you  this  is  totally  impossible  ''  .
2	Please  save  us  from  ourselves  Buzz  !
2	However  ,  on  a  per-capita  basis  ,  the  bureau  reported  that  Flint  ,  Michigan  was  more  dangerous  than  the  two  larger  cities  .
2	What  are  the  odds  that  flags  will  be  ordered  at  half  staff  for  this  communist  Negro  terrorist  ,  in  the  United  States  ?
2	Hopefully  his  death  will  boost  support  for  nationalist  groups  in  all  white  lands  .
2	Just  like  Rony  Jason  ...
2	Most  enlightening  .
2	Until  we  have  a  dedicated  cable  television  station  ,  there  's  always  the  opportunity  to  use  the  free  cable  access  airwaves  as  per  this  thread  :  Make  a  Cable  Access  TV  Program  !
2	One  can  only  express  sympathy  to  the  families  of  those  people  who  died  regardless  of  whether  they  were  protesters  ,  police  ,  or  pro-government  .
2	You  have  to  check  around  to  see  what  is  avaialble  in  your  area  within  your  desired  field  of  study  .
2	Everyone  should  help  out  the  National  Alliance  and  get  involved  .
2	Zionists  want  to  maintain  the  racial  diversity  in  the  West  .
2	Rapper  Kanye  West  caught  pooping  at  the  empire  state  building  .
2	Coming  out  of  the  worst  drought  the  country  ever  seen  we  must  all  thank  God  for  the  rain  He  send  .
2	so  is  tom  still  rambling  on  about  putting  up  machine  guns  in  the  city  centre  ?  lol  and  that  sites  great  al  making  all  wn  look  like  terrorists.so  tell  us  all  of  some  of  the  irms  activism  so  far  ?
2	hello  all  ,  I  was  wondering  ,  what  does  the  tripple  7  flag  stand  for  ?
2	Mr  A  was  correct  again  .
2	Wow!
2	Who  TF  cares  ?
0	Last  thing  we  want  is  them  moving  off  the  reserves  .
2	Sveiks  !
2	Haha  !
2	Would  this  have  been  the  same  scenario  in  Greece  if  Greece  was  bordering  Russia  ?  .
2	I  would  love  a  house  .
2	I  put  sports  drinks  in  them  on  longer  rides  and  keep  water  in  the  Camelback  .
2	I  cant  stand  corruption  at  any  level  .
2	Your  courage  and  honestly  are  apprecated  .
2	Half  white  and  half  white  would  probably  be  ok  with  me  .
0	No  doubt  they  'll  be  coming  up  with  chocolate-colored  Leprechauns  and  a  Chinese  flavored  Uncle  Sam  's  too  .
2	California  has  gotten  so  weak  i  was  in  the  marine  corps  for  years  i  cant  believe  how  wussed  out  they  are  the  same  place  i  went  to  boot  camp  in  1981  i  fired  everything  they  had  but  could  n't  drink  beer  off  the  base  .....  San  Diego  is  gorgeous  tho
2	You  're  bang  on  .
0	We'll  never  give  up  ...  The  jews  can  keep  trying  opening  our  borders  and  sending  their  third  world  minions  after  the  European  people  but  WE  WILL  NEVER  CAPITULATE  ...
2	Bach  did  not  introduce  new  forms  but  he  enriched  the  prevailing  German  style  with  a  robust  contrapuntal  technique  ,  an  unrivaled  control  of  harmonic  and  motivic  organization  ,  and  the  adaptation  of  rhythms  ,  forms  and  textures  from  abroad  ,  particularly  from  Italy  and  France  .
0	The  blacks  and  browns  are  detroying  sweden  and  nobody  does  anything  about  it  !  :  madex  :  madex  :  madex
2	Music  Lessons  .
2	YouTube  -  &  #x202a  ;  Unruly  Teens  wrecking  a  Dunkin  Donuts  at  75  christopher  street  in  manhattan  &  #x202c  ;  &  rlm  ;
2	Thanks  for  this  .
2	Bloody  hell  kondor  _  RNU  ,  this  is  excellent  mate  !
2	Therefore  ,  the  Company  has  temporarily  suspended  the  acceptance  of  new  orders  .
2	It  is  the  lack  of  government  having  a  role  in  our  culture  which  has  resulted  in  what  Western  culture  is  today  .
2	Well  said  ,  the  point  of  a  PLE  is  an  organic  community  ,  in  which  we  are  all  free  to  express  our  own  spins  as  we  wish  ...
2	lol!
0	Migrants  living  in  fear  after  racist  bomb  attack  on  Poles  -  Northern  Ireland  ,  Local  &  National  -  Belfasttelegraph.co.uk  They  're  threatening  to  leave  ,  we  're  doomed  !!!
2	I  thought  there  was  talk  not  too  long  ago  about  Putin  extending  the  terms  to  stay  in  office  ?
2	That  is  no  meat  with  potatoes  ,  bread  ,  or  rice  .
2	I  went  to  trade  school  when  I  turned  18  for  welding  .
2	Looks  pretty  cool  .
2	It  is  a  lovely  town  too  .
2	There  was  a  black  who  slit  a  perfectly  healthy  white  womans  throat  while  standing  behind  her  in  a  store  for  no  other  reason  then  her  being  white  and  woman  .
2	Once  the  blood  line  is  mixed  it  is  no  longer  white  and  is  ruined  .
2	``Policeand  SPCA  officials  found  over  50  carcasses  of  pigs  on  National  Council  of  Province  's  Chairperson  Thandi  Modise  's  Potchefstroom  farm  ,  and  the  remaining  85  resorted  to  eating  the  dead  bodies  and  drinking  their  own  urine  to  survive  .
2	Here  is  one  :  YouTube  -  Grußwort  von  Matthias  Faust  (  DVU  )  auf  dem  NPD-Parteitag  2010
2	Great  news  !
2	You  make  it  sound  so  romantic  ,  more  like  a  bunch  of  sickos  sacrificing  a  child  in  pennance  for  the  sins  they  have  commited  over  the  last  year  so  they  can  start  a  new  year  of  muder  and  robbery  with  a  clean  conscience  .
2	Susan
2	I  would  of  never  in  a  thousand  years  think  that  Ireland  would  allow  nonwhites  in  there  country  they  seemed  to  love  there  race  alot  .
0	there  was  this  gay  negro  i  was  forced  to  work  with  on  my  first  job  out  of  high  school  here  in  sunny  florida  .
2	NOR:  Immortal  ,  Gorgoroth  ,  Ancient  ,  Emperor  ,  Einherjer  ,  Thorns  SWE  :  Naglfar  ,  Bathory  ,  Setherial  ,  Dawn  ,  In  Aeternum  ,  Sacramentum  FIN  :  Impaled  Nazarene  ,  Argath  ,  Demon  Child  never  liked  Darkthrone  or  Burzum  (  interesting  story  there  ..
2	Where  do  you  get  that  ?
2	I  feel  as  though  this  border  should  be  much  ,  much  further  south  .
2	When  I  look  at  pictures  that  puts  all  clear  to  me  ...
2	Feel  free  to  join  !!
2	If  yer  interested  in  chattin  '  drop  me  a  line  .
2	Hell,  if  he  had  been  white  they  would  have  thrown  his  ass  in  jail  ,  suspended  him  from  school  ,  and  it  would  have  been  all  over  CNN  ABC  NBC  and  CBS  .
2	Go  to  his  web  site  and  check  it  out  and  get  active  .
0	I  have  been  trying  to  find  a  job  but  the  mexicans  take  everything  we  had  .
2	Share  and  prepare  !
0	Yeah  but  what  you  have  to  remember  is  that  the  jews  are  cunning  and  would  probz  slither  their  way  out  of  it  and  justify  their  right  to  bare  arms  by  use  of  the  pro  jew  media  and  without  a  doubt  the  old  holocaust  excuse.  our  race  would  not  be  to  blame  most  of  us  are  brainwashed  from  a  young  age  by  T.V  or  schools  its  are  job  to  wake  them  up  comrade  and  defend  them  for  we  are  fast  becoming  a  minority  in  our  own  countries
2	Yep,  forgot  I  had  the  thing  wrapped  in  a  jacket  ,  went  to  grab  the  jacket  and  the  thing  came  tumblin  '  out  !
2	They  like  to  keep  cops  out  .
2	Maybe  you  should  encourage  all  the  blacks  to  go  there  since  they  want  to  move  there  so  desperately  and  the  rest  of  you  white  americans  should  come  to  SA  .
0	I  can  picture  him  as  that  baby  monkey  on  the  '  save  the  rainforest  comercial  or  whatever
2	YouTube  -  Mayor  of  Boston  sends  welcome  to  gay/transgender  youth  event  Kids  attend  prom  from  '  sexual  hell  '  You  wo  n't  believe  how  children  as  young  as  12  years  old  partied  Family  advocates  are  outraged  by  a  prom  held  at  Boston  City  Hall  that  was  open  to  children  apparently  as  young  as  12  featuring  crossdressers  ,  homosexual  heavy  petting  ,  suspected  drug  use  and  a  leather-clad  doorman  who  teaches  sexual  bondage  classes  .
0	You  have  to  defend  yourself  with  riots  happening  across  the  country  and  invaders  flooding  across  our  borders  .
2	The  deer  are  so  abundant  that  they  wander  into  town  all  the  time  to  munch  on  lawns  .
2	Move  the  fight  over  to  the  other  thread  .
2	I  saved  the  site  now  .
2	yes  and  i  would  spend  my  life  in  jail  to  be  rid  of  this  bastard  but  hope  reigns  supreme  that  someone  else  gets  him
2	Sometimes  I  do  watch  shows  about  WWII  on  the  History  channel  but  other  than  that  I  never  watch  it  .
2	I  was  always  under  the  impression  that  the  whole  sitting  down  together  and  being  friendly  story  was  a  bunch  of  BS  .
2	No,  there  is  no  logic  for  closing  the  section  .
2	Back  of  a  bus  on  a  truth  or  dare  when  I  was  in  high  school  ,  when  a  moment  seem  to  last  forever  .
0	They  aught  be  ashamed  of  themselves  for  covering  up  or  downplaying  the  story  about  these  predators  .
2	Welcome  to  the  fight  .
2	They  will  continue  to  be  a  source  of  cheap  labor  if  they  do  n't  find  a  sense  of  pride  and  use  their  labor  to  strengthen  their  own  nations  .
2	She  was  muslim  not  sikh  .
2	In  this  board  is  allowed  to  discuss  ,  not  to  insult  .
2	Demarco  Harris  is  facing  life  in  prison  for  killing  Trisha  Babcock
2	Well  ,  I  looked  in  amazement  as  everyone  bought  this  rubbish  .
2	It's  not  just  Third  Reich  era  ,  it  'd  been  the  names  of  the  towns  in  many  cases  from  the  time  they  were  founded  ,  and  anyway  before  1933  .
3	You  are  telling  me  that  78  %  of  kids  under  6  in  Frankfurt  are  all  foreigners  ?
2	Been  A  week  since  I  put  any  poison  in  my  body  and  I  feel  gread  (  better  every  day  )  dont  have  any  craving  anymore  Now  I  realize  how  stupid  it  was  to  start  in  the  first  place  PS  :  Thanks  for  the  suport
2	It  's  for  everyones  protection  here  .
2	Folk  ,  Faith  ,  Family  Hail  Victory  !!
2	I  've  also  noticed  that  lazy  whites  tend  to  side  with  them  too  .
2	And  when  it  comes  to  classical  music  ,  I  like  it  powerful  .
2	but  if  a  guy  cant  do  damage  one  can  argue  the  guy  on  the  bottom  is  controlling  with  the  threat  of  submission  or  reversal  .
0	They  should  make  all  know  about  this  book  his  friends  as  that  they  know  like  are  the  things  ,  we  need  that  all  the  whites  know  like  they  are  the  things  and  the  Jewish  threat  and  negroid  on  our  race  .
2	Also  lots  of  bear  .
2	My  gut  tells  me  the  percentage  of  legal  minority  gun  owners  is  pretty  small  .
2	If  there  are  ,  they  hide  or  do  n't  know  Stormfront  .
2	You  know  how  they  gawk  as  us  ,  I  think  in  my  case  because  I  have  blue  eyes  and  all  of  their  females  only  have  brown  eyes  so  they  are  attracted  to  us  .
2	How  's  it  going  ?
2	This  is  exactly  what  the  Truth  Movement  needs  more  of  !
2	They  want  mixed  kids  ?
2	Good  memories  .
2	16
2	Rifles  ?
2	My  *  specialty  *  is  network  security  .
2	I  saw  this  post  a  few  days  ago  ..
2	I  can  do  server  audits  remotely  without  being  on-site  .
2	read  posts  in  activism  local  and  regional  by  dutchy  and  ladyaryan  ,  the  thread  name  is  white  town  in  the  making  and  white  strongholds  in  your  city.  take  care  14  words
2	Dont  really  listen  to  classical  much  but  of  what  I  have  heard  I  guess  beethoven  ``  s  fifth  is  my  favorite  .
2	I  do  n't  like  how  you  say  far  greater  than  your  own  white  blood  relatives  but  there  is  nothing  wrong  in  being  polite  to  them  of  course  .
2	And  nice  website  also
2	At  times  it  is  perplexing  .
2	It  is  our  (  White  )  language  ,  just  like  French  is  our  language  even  though  millions  of  negroes  in  Africa  speak  it  .
2	He  is  putting  us  into  debt  !
2	The  Reptile  Zoo  I  know  is  not  actually  a  Zoo  ,  but  they  take  care  of  the  animals  who  are  dropped  by  people  who  does  n't  like  their  animals  anymore  .
2	I  prefer  male  teachers  and  my  girlfriend  says  she  likes  female  teachers  .
2	Thankyou  all  for  allowing  me  to  vent  as  I  feel  so  angry  .......
2	No  tv  ...
2	She  'll  smell  of  it  for  a  while  then  it  'll  be  gone  in  a  matter  of  seconds  .
2	2508
2	Looks  like  quite  a  few  of  them  picked  up  a  lot  of  Aryan  genes  .
2	THREE  times  as  many  Muslims  are  in  prison  than  15  years  ago
2	http://tlt.its.psu.edu/suggestions/  ...  entsHandout.pdf  or  .  .  .
0	The  problem  is  there  's  so  many  white  liberal  self  hating  traitors  on  the  same  side  as  the  Jews  and  nonwhites  .
2	Camie
2	I'd  like  to  see  the  videos  and  pictures  .
1	YouTube  -  Broadcast  Yourself  .
3	Two  black  fag  's  holding  hands  .
0	Africa  is  a  hole  area  of  natural  resources  and  only  made  mud  huts  from  it  ...  what  wild  life  are  able  to  make  even  better  huts  ie  birds
2	Prior  military  experience  desired  ,  21  years  of  age  or  more  required  .
2	The  first  thing  I  thought  was  ``  he  does  lots  of  meth  ''  .
2	lambent  \  LAM-buhnt  \  ,  adjective  :  1  .
2	I  detest  chap  stick  .
2	They  always  have  anti-racism  campaigns  and  multikulti  propaganda  .
2	There  is  always  the  International  Oil  Patch  ,  we  know  there  is  no  Drugs  ,  Booze  ,  or  Hookers  there  ,  and  a  different  Country  every  few  weeks  Get  your  Divorce  early  ,  everyone  gets  one  two  to  a  customer  .
2	No  wonder  this  country  is  in  trouble
2	This  thread  was  started  in  July  are  you  feeling  better  now  ?
2	How  do  you  feel  about  marriages  between  whites  and  racially  mixed  people  ?
2	I  knew  that  we  would  find  out  that  it  was  the  '  new  Irish  '  cultural  enrichers  behind  this  when  I  read  the  story  yesterday  !
2	Accuracy  is  compromised  .
2	Prosecutors  charged  a  St.  Louis  man  with  12  felonies  Monday  night  in  an  early  morning  home  invasion  that  left  a  nurse  dead  and  an  off-duty  police  officer  and  her  firefighter  boyfriend  seriously  injured  .
2	I  'm  going  to  carefully  study  it  so  hopefully  I  'll  have  some  decent  input  to  contribute  .
2	Ive  never  herd  of  one  even  actually  happening  but  i  would  think  that  it  would  not  last  either.if  you  dont  get  along  you  never  will.  cant  force  it  .
2	It  is  also  what  i  and  almost  everyone  on  this  thread  dream  about  and  work  for  after  all  it  is  the  only  asurance  the  Aryan  people  have  for  survival
2	Put  your  cursor  on  the  American  Dissidents  Voices  tab  and  click  on  it  ,  not  the  links  in  the  menu  which  drops  down  .
2	I  want  to  meet  some  single  women  in  the  Wichita  area  for  friendship  maybe  more  .
2	You  now  have  a  new  friend  from  Pembroke  Pines  ,  Florida  .
2	Anyone  in  Ireland  who  has  got  some  flags  please  say  where  you  got  them  ,  because  I  want  some  too  .
2	The  other  guy  is  over  at  the  B  &  H  forum  ...
2	MOPAR88-Again  ,  I  live  in  San  Bernardino  ,  send  a  pm  ?
2	Yep  That  Is  a  great  Movie  But  My  favorite  Is  Утомленные  солнцем  I  was  actualy  wacing  it  yesturday  A  verry  verry  Powerful  Film  2508
2	The  two  peaks  ,  center  picture  are  The  Lions  .
3	The  Jew  Fag  professes  to  be  a  White  Nationalist  .
2	On  another  hand  ,  being  born  was  also  a  pretty  stupid  thing  that  you  did  ,  I  hope  you  will  try  to  correct  that  as  well  .
0	It  's  just  the  way  they  are  .
2	I  almost  took  out  a  dozen  of  them  fighting  in  the  street  the  other  night  .
2	Still  seeing  remnants  of  Halloween  in  AFFLUENT  neighborhoods  .
2	If  u  search  on  yahoo  (  ya-jew  )  you  can  find  it  .
2	Travel  abroad  (  Something  I  have  never  done  !  )  5  .
2	Which  proves  that  they  are  a  different  people  ,  and  by  any  chance  not  Slavic  .
0	Just  as  there  's  a  place  for  Pakis  called  Pakistan  and  a  place  for  Negro  's  called  Africa  .
2	Where  do  you  see  dark  hair  ?
2	Lighting  :  candles  ,  oil  lamps  ,  solar  lamps  Water  :  creek  ,  well  ,  spring  Potatoes  :  freshly  grown  ,  dehydrated  ,  canned  Guns  :  handgun  ,  rifle  ,  shotgun  Transportation  :  truck  ,  bike  ,  motorcycle  The  list  is  almost  endless  .
2	-Yankee  Jim
2	If  little  Timmy  has  an  average  '  stride  '  of  1  foot  ,  and  he  walks  6  strides  ,  you  would  measure  '  approximately  6  feet  .
2	Yes  my  friend  this  you  must  do  .
2	The  last  paragraph  of  this  essay  talks  about  sticker  techniques  .
2	Maybe  the  ghost  of  King  Leopold  nicked  all  their  shovels  .
2	I  was  reading  news  on  interia  few  min  ago  and  look  what  i  found  :  in  the  name  of  their  god  :  http://fakty.interia.pl/galerie/obyc  ...  ,  1160979,1,275
2	We  should  all  know  by  now  who  hates  Christains  more  than  anyone  else  .
2	YouTube  -  Multicultural  Enrichment  (  stop  violence  !  )
2	We  live  in  a  black  majority  neighborhood  for  economic  reasons  and  we  are  definitely  not  race  mixers  .
2	I've  just  been  reading  through  quite  a  few  of  them  and  I  'm  pleased  to  say  there  seems  to  be  quite  a  degree  of  support  .
2	The  treatment  of  ethnic  Germans  in  both  the  east  and  west  after  the  German  surrender  is  the  real  genocide  that  no  one  wants  to  talk  about  .
2	Tens  Of  Millions  For  Africa  Drought  Victims  A  #  52.25m  emergency  aid  package  has  been  put  together  to  help  millions  of  drought  victims  in  the  Horn  of  Africa  ,  the  Government  has  announced  .
3	If  you  ever  ride  the  L  in  Chicago  pay  no  attention  to  the  color  codes  .
2	Steel  is  harder  than  brass  .
2	Hell  ,  I  've  been  single  for  ....
2	Welcome  to  Stormfront  Ireland  Ive  seen  the  numbers  at  the  bottom  of  a  lot  of  posts  ,  its  just  some  kind  of  moderators  code  .
2	I  am  of  German  and  British  descent  (  75  %  German  ,  25  %  British  ,  approx.  )
2	All  lovely  white  ladies  are  welcome  to  chat  with  me  .
2	Jews  !
2	Any  regulation  will  hurt  us  ,  not  them  .
2	14Hail  Victory88  ,  Sean  Gillespie  :  attack
2	you  have  a  moral  duty  as  an  upstanding  citizen  and  white  person  to  have  that  baby  removed  from  her  wretched  hands  and  have  it  be  properly  cared  for.  to  hell  with  your  degenerate  friend  ,  put  your  fear  aside  and  do  whats  right  for  the  baby  's  sake  .
2	2508
2	We  should  only  support  white  businesses  whose  products  are  made  in  white  countries  .
2	Green  eyes  do  seem  to  be  pretty  rare  .
2	Or  hide  it  behind  a  link  or  something  ?
0	All  we  have  is  blacks  and  a  few  mestizos  and  all  are  pretty  well  behaved  ,  we  keep  them  that  way  around  here
2	She's  lucky  ,  I  bet  she  'll  be  more  careful  next  time  .
2	Non-whites  like  crowded  conditions  not  wide  open  spaces  .
2	In  under  15  minutes  the  shooter  is  hitting  the  paper  plate  .
2	Seattle  bus  attack  on  a  blind  woman  :  YouTube  -  Broadcast  Yourself  .
2	I  wonder  what  it  was  like  ?
2	-  YouTube
2	But  I  've  seen  it  several  times  in  the  past  two  or  three  years  .
2	So  ,  a  ``  high  and  tight  ''  will  suffice  .
2	5  years  later  we  split  up  .
2	Yea  I  hate  it  when  geysers  of  blood  come  shooting  up  from  graves  .
2	Woodlands  ,  1890  Rain  in  an  Oak  Forest  ,  1891
1	Arnold  Rüütel  ,  forseta  Eistlands  ,  segir  þjóð  sína  afar  þakkláta  Íslendingum  fyrir  að  hafa  haft  hugrekki  til  að  viðurkenna  sjálfstæði  Eistlands  fyrstir  ríkja  í  ágúst  1991  á  meðan  önnur  ríki  heims  þögðu  .
2	Truly  .
1	Jag  har  inte  själv  varit  med  någon  gång  men  jag  har  stor  respekt  för  de  som  deltar  .
2	It  always  sucks  to  have  your  heroes  knocked  off  the  pedestal  you  put  them  on  .
2	On  which  fantasy  island  do  you  live  on  ?
2	The  muslims  have  ultra  strict  racialist  private  schools  the  world  over  ;  why  do  n't  whites  ?
2	Ie  :  warm  water  fish  ,  cold  water  fish  ,  birds  ,  big  game  ?
2	BTW  TY  for  the  compliment  .
2	I  live  in  Napervile  ,  and  CF  <  let  me  know  when  ya  have  a  date  for  that  get  together  ,  I  would  love  to  go  .
2	Too  lazy  to  make  a  proper  rage  comic  .
2	That  will  narrow  it  down  for  most  folk  .
2	im  gonna  be  in  the  springs  area  here  soon  just  e-mail  me  if  you  want  to  meet  me  somehwere  like  indy  nation  (  lotsa  skins  there  )
2	I  definitely  feel  that  way  towards  Snowy  Owl  .
2	Well,  I  'm  not  a  skin  nor  I  'm  from  San  Diego  ,  however  I  'm  glad  to  see  you  back  .
2	-Heinrich  Himmler  ,  Bundesarchiv  Berlin-Zehlendorf  ,  28  June  1937
2	The  parents  of  these  girls  have  nothing  to  say  about  this  ?!?
2	The  Jellyfish  Nebula  is  about  5,000  light-years  away  .
2	Most  of  these  pictures  i  have  never  seen  before  ,  great  to  see  new  pictures  of  that  time  .
0	It  's  another  way  to  destroy  Hungarians  on  top  of  promoting  *  *  *  *  *  *  music  ,  race  mixing  and  pornography  .
2	Arizona  Daily  Star  should  get  it  's  information  from  groups  other  than  an  organization  that  makes  it  's  money  off  creating  the  finest  spin  and  hype  imaginable  .
2	Relationships  are  highly  overrated  I  think  Hang  tough  .
2	i  was  a  bmxer  for  a  while  until  it  got  stolen  by  SOMEONE  ...  but  i  turned  my  attention  to  mountain  bikes  ...  i  like  em  you  can  actualy  go  places  not  just  do  stupid  dog  tricks
0	Where  can  i  find  a  complete  list  of  anti  black  fliers.  that  have  to  do  with  black  on  white  crimes  ,  interracial  babys  ,  black  drug  dealers  ,  etc  etc  .
2	Weapons  and  training  .
2	A  very  warm  welcome  to  you  from  us  all  at  SF  Britain  .
2	You  may  be  right  ,  I  do  n't  remember  if  I  was  using  a  liberal  curve  or  not  when  giving  him  a  3.5
2	I  have  tall  guy  privilege  ...  but  I  'm  always  banging  my  head  on  the  shower  ceiling  .
2	The  tone  of  voice  is  actually  a  lot  like  icelandic  or  old  norse  .
0	Remind  them  that  they  're  just  another  Jew  tool  and  that  they  are  basically  spitting  on  the  graves  of  millions  of  people  that  were  murdered  by  real  Communists  .
2	Thanks.
2	About  half  of  Internet  users  are  youth  so  it  's  worth  a  try  .
2	I  was  away  for  the  weekend  that  is  why  I  did  get  around  to  posting  my  blood  group  (  I  do  n't  see  why  I  should  bother  anyway  )  BTW  ,  I  am  in  blood  group  ``  O  ''
0	You  will  know  it  is  a  nightmare  on  day  you  wake  up  and  you  have  a  black  muslim  running  your  country  .
2	I  can  only  dream  of  driving  a  car  past  at  the  time  and  then  running  the  b  ..  d  over  again  and  again  and  again  .
2	Instead  I  am  seeing  this  tiny  percentage  of  black  wrestlers  taking  all  the  MMA  spots  .
2	How  could  you  begin  to  tell  people  that  all  this  multi  cultural  stuff  is  wrong  without  being  hated  on  by  our  fellow  people  ?
2	-  Pioneer  Little  Europe  (  PLE  )  Didnt  anybody  teach  you  ?
2	You  mean  there  's  two  of  us  left  in  the  world  ?
2	hmm,  wonder  if  we  can  get  them  to  jump  in  the  river  if  we  put  an  ad  on  TV  that  there  is  billions  in  gold  at  the  bottom  of  the  river  ?
2	Yes  my  sister  I  fear  this  too  for  my  babies  sake  I  am  scares  to  death  I  am  looking  for  a  support  group  as  well  for  my  family  and  i
2	God  bless  in  either  case
0	To  all  white  patriots  ,  watch  ENDGAME  ALEX  JONES  ,  OR  ENDGAME  from  PRISON  PLANET  ,  and  learn  the  agenda  from  the  criminals  Jewish  bankers  .
2	Today  ,  you  pay  to  look  at  table  after  table  of  guns  priced  at  retail  .
2	Im  sorry  that  many  people  in  my  country  are  stupid  .
2	I  now  have  a  wife  and  kids  and  I  would  n't  have  it  any  other  way  .
2	Erik
2	Do  you  mean  ......
2	Look  on  in  jealousy  !!!  2508
2	Funny  they  had  to  go  to  2006  to  find  anti-PLE  sentiment  for  a  2011  news  story.How  was  that  a  current  news  topic  ,  lol  ?
2	Every  day  its  a  little  more  in  the  garbage
2	YouTube  -  A  Tour  Of  Detroit  's  Ghetto
2	What  do  you  all  think  ?
2	YouTube  -  Detroit  :  Gang  Battle  at  Funeral
2	To  me  and  the  rest  of  my  commrades  on  this  wonderfull  White  Day  !!!  I  hope  you  have  loads  of  fun  and  be  safe  !!!!
2	I  normally  have  a  goatee  .
2	haha,  definitly  not  injuns  .
2	He  is  indeed  a  brave  man  and  champion  of  our  cause  .
2	That's  why  I  did  n't  display  it  .
2	Or  is  that  impractical  for  some  reason  I  dont  know  .
2	At  least  the  NS  in  Sweden  have  the  right  idea  and  are  something  that  Americans  should  look  towards  .
2	Welcome  .
2	dont  screw  your  life  up  because  of  some  stupid  little  fight  by  using  a  weapon  .
2	Is  it  okay  to  enjoy  toast  ?
2	I  watch  very  little  television  and  what  little  I  do  watch  sure  as  hell  wo  n't  be  spent  as  a  study  of  the  common  *  *  *  *  *  *  s  psyche  .
0	Its  only  a  matter  of  time  until  we  become  a  hell  hole  like  Sweden  or  the  UK  .
2	Perry  Ross  Schiro  ,  19  ,  of  Harnett  County  was  charged  yesterday  with  murder  in  the  Sept.  21  shooting  death  of  Emily  Elizabeth  Haddock  .
2	I  love  it  .
2	So  there  IS  NO  still  about  the  matter  .
2	http://www.1channel.ch/
2	White  nationalism  is  not  about  a  bunch  of  nationalists  who  happen  to  be  white  .
2	You  lost  the  fight  already  .
2	``  Hunter  ''  sounds  good  too  .
2	It  got  so  bad  that  I  literally  sat  outside  with  our  dog  (  he  was  on  a  lead  )  .
2	Thanks  to  everyone  who  listened  to  the  radio  show  last  night  and  apologies  for  the  delay  (  it  was  blocked  by  ubroadcast  for  a  time  )  .
2	Enjoy
2	I  recently  bought  a  book  from  here  and  it  was  very  fast  shipping  and  great  quality  .
2	Campbell  's  Biology  and  Wade  's  organic  chemistry  for  example  .
2	Just  wondered  if  there  was  anything  cool  to  check  out  .
2	Not  one  FTF  or  malfunction  of  any  kind  .
2	If  an  anti-White  submits  an  ignorant  or  profane  post  ,  then  calling  him/her  a  stupid  ass  ,  lame  brain  knucklehead  is  not  a  racial  slur  .
2	It  where  loads  of  them  when  I  was  in  Thailand  ,  Thaiguys  running  up  from  the  water  screaming  ``  Tsunami  tsunami  !!  ''  and  behind  them  is  a  one  foot  wave
2	These  videos  are  great  in  that  they  are  just  long  enough  to  get  in  all  that  is  needed  on  a  particular  subject  and  just  short  enough  to  keep  it  on  point  and  interesting  .
2	Demarco  Harris  ,  a  13-year-old  black  boy  ,  murders  a  24-year-old  woman  sitting  in  her  car  ,  and  tells  the  court  he  was  forced  to  do  it  .
0	Shows  some  interesting  statistics  about  the  jew  rats  ...
0	The  jew  is  attempting  to  make  the  condemned  beg  for  the  noose  .
2	I  place  white  power  propaganda  in  fast  food  restaurants  and  public  places  like  movie  theatre  toilets  and  public  toilets  and  public  phone  terminals  .
2	HPD  immediately  responded  with  a  few  officers  ,  but  were  confused  as  to  what  they  should  do  about  this  .
0	There  is  no  different  versions  of  bad  when  it  comes  to  race  traitors  ,  if  you  date  a  non  white  it  is  bad  ,  no  matter  if  the  non-white  is  asian  ,  black  or  arab.
2	Id  say  move  out  west  were  ever  either  B.C  or  Alberta  all  white  people  in  Canada  need  to  move  out  west  so  we  can  take  the  west  back  .
2	Sounds  like  paradise  to  me  .
2	This  is  bull  *  *  *  *  !
2	The  site  become  legendary  www.ns-wp.cc  has  again  opened  video  section  is  accessible  http://ns-wp.cc/index.php  ?  option  =  com  _  jdownloads  &  Itemid  =  5  &  task  =  view.download  &  cid  =  2  New  Year  's  congratulation  http://ns-wp.cc/index.php  ?  option  =  com  _  jdownloads  &  Itemid  =  5  &  task  =  view.download  &  cid  =  3  Flying  untermench
2	The  reds  are  always  protesting  against  people  like  David  Irving  its  time  we  got  out  there  and  counter  act  them
2	Workers  have  been  protesting  to  end  outsourcing  at  the  Bloemfontein  university  since  last  Thursday  .
0	But  as  for  them  adopting  kids  ,  the  answer  is  NO  .
2	All  I  see  is  slippage  as  we  fall  farther  and  farther  behind  .
2	Dr  William  Pierce  .
2	However  I  hope  we  'll  get  off  our  butts  before  then  .
2	Or  so  this  short  film  would  have  you  believe  !
2	As  i  always  said  before  ,  there  is  just  too  much  animosity  over  the  last  200  years  for  that  to  occur  .
2	I  am  looking  for  Brothers  and  Sisters  to  hang  out  with  .
2	You  seem  to  have  no  grasp  of  the  fact  that  it  is  the  jews  who  have  stolen  German  identities  in  the  first  place  to  blend  in  .
1	BaoFeng  左眼技术  采用左眼专利技术  利用cpu和gpu有效提升画质  在线高清  shd专利技术  ,  1m带宽  流畅播放720p高清视频  3d技术
